Grid_Number,Del_popu_Connectivity
1870,-1.0
1871,-1.0
1872,110600.0
1873,25507.0
1874,19673.0
1875,11390.0
1876,13821.0
1877,22628.0
1878,42548.0
1879,19955.0
1880,24868.0
1881,43232.0
1882,21157.0
1883,37090.0
1884,41456.0
1885,18117.0
1886,14945.0
1887,31878.0
1888,20818.0
1889,19624.0
1890,11742.0
1891,62034.0
1892,48638.0
1893,17876.0
1894,62087.0
1895,-1.0
1896,-1.0
1897,-1.0
1898,-1.0
1899,-1.0
1900,-1.0
1901,-1.0
1902,-1.0
1903,-1.0
1904,-1.0
1905,-1.0
1906,-1.0
1907,-1.0
1908,-1.0
1909,-1.0
1910,-1.0
1911,-1.0
1912,-1.0
1913,-1.0
1914,-1.0
1915,-1.0
1916,-1.0
1917,-1.0
1918,-1.0
1919,-1.0
1920,-1.0
1921,-1.0
1922,19134.0
1923,44974.0
1924,13810.0
1925,24717.0
1926,-1.0
1927,42777.0
1928,27053.0
1929,10230.0
1930,18004.0
1931,77796.0
1932,-1.0
1933,51385.0
1934,10631.0
1935,19752.0
1936,31142.0
1937,8160.0
1938,25038.0
1939,7253.0
1940,-1.0
1941,40453.0
1942,20594.0
1943,-1.0
1944,-1.0
1945,-1.0
1946,-1.0
1947,-1.0
1948,-1.0
1949,-1.0
1950,-1.0
1951,-1.0
1952,-1.0
1953,-1.0
1954,-1.0
1955,-1.0
1956,-1.0
1957,-1.0
1958,-1.0
1959,-1.0
1960,-1.0
1961,-1.0
1962,-1.0
1963,-1.0
1964,-1.0
1965,-1.0
1966,-1.0
1967,-1.0
1968,-1.0
1969,-1.0
1970,-1.0
1971,71623.0
1972,44974.0
1973,77153.0
1974,77153.0
1975,36811.0
1976,17325.0
1977,21992.0
1978,21283.0
1979,33930.0
1980,77796.0
1981,-1.0
1982,33157.0
1983,18493.0
1984,30137.0
1985,11764.0
1986,41932.0
1987,17756.0
1988,-1.0
1989,-1.0
1990,-1.0
1991,-1.0
1992,-1.0
1993,-1.0
1994,-1.0
1995,-1.0
1996,-1.0
1997,-1.0
1998,-1.0
1999,-1.0
2000,-1.0
2001,-1.0
2002,-1.0
2003,-1.0
2004,-1.0
2005,-1.0
2006,-1.0
2007,-1.0
2008,-1.0
2009,-1.0
2010,-1.0
2011,-1.0
2012,-1.0
2013,-1.0
2014,-1.0
2015,-1.0
2016,-1.0
2017,-1.0
2018,-1.0
2019,97225.0
2020,97225.0
2021,27254.0
2022,-1.0
2023,38159.0
2024,23715.0
2025,33784.0
2026,12471.0
2027,9686.0
2028,42763.0
2029,49645.0
2030,8499.0
2031,26188.0
2032,50853.0
2033,4861.0
2034,-1.0
2035,-1.0
2036,17756.0
2037,-1.0
2038,-1.0
2039,-1.0
2040,-1.0
2041,-1.0
2042,-1.0
2043,-1.0
2044,44098.0
2045,-1.0
2046,-1.0
2047,-1.0
2048,-1.0
2049,-1.0
2050,-1.0
2051,-1.0
2052,-1.0
2053,-1.0
2054,-1.0
2055,-1.0
2056,-1.0
2057,-1.0
2058,-1.0
2059,-1.0
2060,-1.0
2061,-1.0
2062,-1.0
2063,-1.0
2064,-1.0
2065,-1.0
2066,-1.0
2067,-1.0
2068,53319.0
2069,53319.0
2070,27886.0
2071,44640.0
2072,17874.0
2073,35889.0
2074,35889.0
2075,41211.0
2076,11162.0
2077,23310.0
2078,-1.0
2079,51750.0
2080,26188.0
2081,50853.0
2082,-1.0
2083,-1.0
2084,-1.0
2085,60892.0
2086,-1.0
2087,-1.0
2088,-1.0
2089,101011.0
2090,-1.0
2091,-1.0
2092,-1.0
2093,-1.0
2094,-1.0
2095,-1.0
2096,-1.0
2097,-1.0
2098,-1.0
2099,-1.0
2100,-1.0
2101,-1.0
2102,-1.0
2103,-1.0
2104,-1.0
2105,-1.0
2106,-1.0
2107,-1.0
2108,-1.0
2109,-1.0
2110,-1.0
2111,-1.0
2112,-1.0
2113,-1.0
2114,-1.0
2115,-1.0
2116,-1.0
2117,-1.0
2118,-1.0
2119,30905.0
2120,39148.0
2121,27005.0
2122,21880.0
2123,13797.0
2124,17197.0
2125,26525.0
2126,-1.0
2127,-1.0
2128,-1.0
2129,-1.0
2130,-1.0
2131,-1.0
2132,-1.0
2133,44052.0
2134,38569.0
2135,-1.0
2136,-1.0
2137,137792.0
2138,101011.0
2139,147750.0
2140,-1.0
2141,78204.0
2142,232677.0
2143,-1.0
2144,-1.0
2145,-1.0
2146,-1.0
2147,-1.0
2148,-1.0
2149,-1.0
2150,-1.0
2151,-1.0
2152,-1.0
2153,-1.0
2154,-1.0
2155,-1.0
2156,-1.0
2157,18404.0
2158,-1.0
2159,-1.0
2160,-1.0
2161,-1.0
2162,-1.0
2163,-1.0
2164,-1.0
2165,-1.0
2166,-1.0
2167,58161.0
2168,-1.0
2169,23573.0
2170,45153.0
2171,45153.0
2172,42690.0
2173,-1.0
2174,-1.0
2175,-1.0
2176,-1.0
2177,60416.0
2178,69649.0
2179,69649.0
2180,55456.0
2181,75456.0
2182,75456.0
2183,46101.0
2184,24374.0
2185,85421.0
2186,-1.0
2187,-1.0
2188,147750.0
2189,-1.0
2190,-1.0
2191,232677.0
2192,-1.0
2193,-1.0
2194,-1.0
2195,-1.0
2196,-1.0
2197,-1.0
2198,-1.0
2199,-1.0
2200,-1.0
2201,-1.0
2202,-1.0
2203,-1.0
2204,-1.0
2205,-1.0
2206,18404.0
2207,-1.0
2208,19218.0
2209,19218.0
2210,-1.0
2211,-1.0
2212,-1.0
2213,-1.0
2214,-1.0
2215,58161.0
2216,58161.0
2217,64021.0
2218,64021.0
2219,31038.0
2220,-1.0
2221,68478.0
2222,-1.0
2223,-1.0
2224,19637.0
2225,35550.0
2226,32248.0
2227,-1.0
2228,36846.0
2229,-1.0
2230,45901.0
2231,-1.0
2232,36309.0
2233,65107.0
2234,85421.0
2235,-1.0
2236,-1.0
2237,-1.0
2238,-1.0
2239,-1.0
2240,-1.0
2241,-1.0
2242,-1.0
2243,-1.0
2244,-1.0
2245,-1.0
2246,-1.0
2247,-1.0
2248,-1.0
2249,-1.0
2250,-1.0
2251,-1.0
2252,-1.0
2253,-1.0
2254,-1.0
2255,10061.0
2256,9723.0
2257,7530.0
2258,7530.0
2259,-1.0
2260,-1.0
2261,-1.0
2262,-1.0
2263,47340.0
2264,49601.0
2265,53677.0
2266,6350.0
2267,-1.0
2268,54463.0
2269,-1.0
2270,68478.0
2271,-1.0
2272,-1.0
2273,32221.0
2274,14174.0
2275,32248.0
2276,38945.0
2277,41575.0
2278,33338.0
2279,46520.0
2280,-1.0
2281,34204.0
2282,65107.0
2283,-1.0
2284,84275.0
2285,124109.0
2286,124109.0
2287,-1.0
2288,-1.0
2289,-1.0
2290,-1.0
2291,-1.0
2292,-1.0
2293,-1.0
2294,-1.0
2295,-1.0
2296,-1.0
2297,-1.0
2298,-1.0
2299,-1.0
2300,-1.0
2301,-1.0
2302,-1.0
2303,-1.0
2304,15161.0
2305,13618.0
2306,10348.0
2307,29858.0
2308,25329.0
2309,42587.0
2310,29978.0
2311,-1.0
2312,47340.0
2313,52170.0
2314,53677.0
2315,-1.0
2316,-1.0
2317,33054.0
2318,-1.0
2319,-1.0
2320,-1.0
2321,41309.0
2322,21513.0
2323,32693.0
2324,21065.0
2325,27210.0
2326,49939.0
2327,-1.0
2328,22774.0
2329,55385.0
2330,50509.0
2331,10786.0
2332,45580.0
2333,84275.0
2334,18879.0
2335,50380.0
2336,-1.0
2337,-1.0
2338,-1.0
2339,-1.0
2340,-1.0
2341,-1.0
2342,-1.0
2343,-1.0
2344,-1.0
2345,-1.0
2346,-1.0
2347,-1.0
2348,-1.0
2349,-1.0
2350,-1.0
2351,-1.0
2352,-1.0
2353,13402.0
2354,18910.0
2355,20659.0
2356,-1.0
2357,-1.0
2358,-1.0
2359,-1.0
2360,-1.0
2361,-1.0
2362,-1.0
2363,-1.0
2364,-1.0
2365,-1.0
2366,-1.0
2367,7722.0
2368,-1.0
2369,27876.0
2370,41309.0
2371,11897.0
2372,33297.0
2373,22210.0
2374,54651.0
2375,54651.0
2376,7867.0
2377,20779.0
2378,19018.0
2379,6174.0
2380,11270.0
2381,57757.0
2382,-1.0
2383,-1.0
2384,-1.0
2385,-1.0
2386,-1.0
2387,-1.0
2388,-1.0
2389,-1.0
2390,-1.0
2391,-1.0
2392,-1.0
2393,-1.0
2394,-1.0
2395,-1.0
2396,-1.0
2397,-1.0
2398,-1.0
2399,-1.0
2400,-1.0
2401,-1.0
2402,11365.0
2403,-1.0
2404,-1.0
2405,-1.0
2406,-1.0
2407,-1.0
2408,-1.0
2409,-1.0
2410,-1.0
2411,-1.0
2412,-1.0
2413,-1.0
2414,-1.0
2415,-1.0
2416,6887.0
2417,13344.0
2418,24239.0
2419,-1.0
2420,-1.0
2421,36454.0
2422,43422.0
2423,-1.0
2424,-1.0
2425,16250.0
2426,32603.0
2427,19018.0
2428,22879.0
2429,13509.0
2430,34002.0
2431,-1.0
2432,-1.0
2433,-1.0
2434,-1.0
2435,-1.0
2436,-1.0
2437,-1.0
2438,-1.0
2439,-1.0
2440,-1.0
2441,-1.0
2442,-1.0
2443,-1.0
2444,-1.0
2445,-1.0
2446,-1.0
2447,-1.0
2448,-1.0
2449,-1.0
2450,-1.0
2451,-1.0
2452,-1.0
2453,-1.0
2454,-1.0
2455,-1.0
2456,-1.0
2457,-1.0
2458,-1.0
2459,-1.0
2460,-1.0
2461,-1.0
2462,-1.0
2463,-1.0
2464,-1.0
2465,5293.0
2466,66.0
2467,-1.0
2468,-1.0
2469,-1.0
2470,-1.0
2471,-1.0
2472,-1.0
2473,-1.0
2474,-1.0
2475,-1.0
2476,-1.0
2477,-1.0
2478,-1.0
2479,-1.0
2480,-1.0
2481,-1.0
2482,-1.0
2483,-1.0
2484,-1.0
2485,-1.0
2486,-1.0
2487,-1.0
2488,-1.0
2489,-1.0
2490,-1.0
2491,-1.0
2492,-1.0
2493,-1.0
2494,-1.0
2495,-1.0
2496,-1.0
2497,-1.0
2498,-1.0
