Grid_Number,Del_popu_Utilities
1874,7584.0
1875,2116.0
1876,7053.0
1877,12914.0
1878,6510.0
1879,9268.0
1880,21214.0
1881,-1.0
1882,54488.0
1883,23921.0
1884,18232.0
1885,9906.0
1886,3122.0
1887,2586.0
1888,6945.0
1889,5216.0
1890,27945.0
1891,-1.0
1892,22072.0
1893,3226.0
1894,8991.0
1895,9504.0
1896,7052.0
1897,-1.0
1898,-1.0
1899,-1.0
1900,-1.0
1901,-1.0
1902,-1.0
1903,-1.0
1904,-1.0
1905,-1.0
1906,-1.0
1907,-1.0
1908,-1.0
1909,-1.0
1910,-1.0
1911,-1.0
1912,-1.0
1913,-1.0
1914,-1.0
1915,-1.0
1916,-1.0
1917,-1.0
1918,11472.0
1919,-1.0
1920,27656.0
1921,7486.0
1922,11766.0
1923,6080.0
1924,5709.0
1925,10658.0
1926,18485.0
1927,9484.0
1928,457.0
1929,14182.0
1930,31578.0
1931,26266.0
1932,54043.0
1933,22657.0
1934,11961.0
1935,10423.0
1936,2893.0
1937,2437.0
1938,28170.0
1939,38102.0
1940,32796.0
1941,23956.0
1942,15421.0
1943,1034.0
1944,9504.0
1945,-1.0
1946,-1.0
1947,-1.0
1948,-1.0
1949,-1.0
1950,-1.0
1951,-1.0
1952,-1.0
1953,-1.0
1954,-1.0
1955,-1.0
1956,-1.0
1957,-1.0
1958,-1.0
1959,-1.0
1960,-1.0
1961,-1.0
1962,-1.0
1963,-1.0
1964,-1.0
1965,-1.0
1966,-1.0
1967,11472.0
1968,-1.0
1969,5002.0
1970,4790.0
1971,4753.0
1972,2209.0
1973,6978.0
1974,14065.0
1975,10561.0
1976,12847.0
1977,9737.0
1978,16528.0
1979,25630.0
1980,52330.0
1981,48934.0
1982,29250.0
1983,12986.0
1984,1133.0
1985,1746.0
1986,20437.0
1987,-1.0
1988,5503.0
1989,-1.0
1990,-1.0
1991,-1.0
1992,1779.0
1993,-1.0
1994,-1.0
1995,-1.0
1996,-1.0
1997,-1.0
1998,-1.0
1999,-1.0
2000,-1.0
2001,-1.0
2002,-1.0
2003,-1.0
2004,-1.0
2005,-1.0
2006,-1.0
2007,-1.0
2008,-1.0
2009,-1.0
2010,-1.0
2011,-1.0
2012,-1.0
2013,-1.0
2014,-1.0
2015,-1.0
2016,-1.0
2017,9541.0
2018,2191.0
2019,4272.0
2020,6972.0
2021,2270.0
2022,21472.0
2023,7624.0
2024,12559.0
2025,4863.0
2026,3260.0
2027,10070.0
2028,22608.0
2029,82623.0
2030,-1.0
2031,72328.0
2032,32211.0
2033,16505.0
2034,-1.0
2035,32078.0
2036,-1.0
2037,5503.0
2038,-1.0
2039,10390.0
2040,14385.0
2041,10637.0
2042,4394.0
2043,5816.0
2044,3659.0
2045,16574.0
2046,-1.0
2047,-1.0
2048,-1.0
2049,-1.0
2050,-1.0
2051,-1.0
2052,-1.0
2053,-1.0
2054,-1.0
2055,-1.0
2056,-1.0
2057,-1.0
2058,-1.0
2059,-1.0
2060,-1.0
2061,-1.0
2062,-1.0
2063,-1.0
2064,-1.0
2065,1389.0
2066,-1.0
2067,5252.0
2068,17275.0
2069,7382.0
2070,3764.0
2071,6247.0
2072,838.0
2073,10148.0
2074,10215.0
2075,6008.0
2076,19560.0
2077,31257.0
2078,82623.0
2079,-1.0
2080,50258.0
2081,-1.0
2082,42714.0
2083,-1.0
2084,8126.0
2085,2724.0
2086,4470.0
2087,2731.0
2088,12703.0
2089,6002.0
2090,6052.0
2091,5941.0
2092,6236.0
2093,3701.0
2094,16574.0
2095,-1.0
2096,-1.0
2097,-1.0
2098,-1.0
2099,-1.0
2100,-1.0
2101,-1.0
2102,-1.0
2103,-1.0
2104,-1.0
2105,-1.0
2106,-1.0
2107,-1.0
2108,-1.0
2109,-1.0
2110,-1.0
2111,-1.0
2112,-1.0
2113,6311.0
2114,-1.0
2115,-1.0
2116,-1.0
2117,2251.0
2118,16623.0
2119,10699.0
2120,7397.0
2121,14331.0
2122,10027.0
2123,4823.0
2124,7139.0
2125,22547.0
2126,31257.0
2127,-1.0
2128,33326.0
2129,50258.0
2130,7785.0
2131,13556.0
2132,11702.0
2133,1388.0
2134,4202.0
2135,5226.0
2136,5671.0
2137,5653.0
2138,5318.0
2139,5515.0
2140,8472.0
2141,7298.0
2142,6973.0
2143,14744.0
2144,-1.0
2145,-1.0
2146,-1.0
2147,-1.0
2148,-1.0
2149,-1.0
2150,-1.0
2151,-1.0
2152,-1.0
2153,-1.0
2154,-1.0
2155,-1.0
2156,-1.0
2157,-1.0
2158,-1.0
2159,-1.0
2160,-1.0
2161,-1.0
2162,-1.0
2163,-1.0
2164,-1.0
2165,4256.0
2166,1504.0
2167,3788.0
2168,5738.0
2169,3731.0
2170,23213.0
2171,19145.0
2172,13253.0
2173,13750.0
2174,-1.0
2175,-1.0
2176,-1.0
2177,26088.0
2178,5376.0
2179,5884.0
2180,4976.0
2181,3047.0
2182,5253.0
2183,11649.0
2184,6974.0
2185,13401.0
2186,13954.0
2187,9879.0
2188,13775.0
2189,7354.0
2190,6094.0
2191,16802.0
2192,11243.0
2193,31752.0
2194,48844.0
2195,1040.0
2196,-1.0
2197,-1.0
2198,-1.0
2199,-1.0
2200,-1.0
2201,-1.0
2202,-1.0
2203,-1.0
2204,-1.0
2205,-1.0
2206,10331.0
2207,6524.0
2208,-1.0
2209,-1.0
2210,12048.0
2211,8665.0
2212,-1.0
2213,5815.0
2214,4839.0
2215,7897.0
2216,14723.0
2217,14211.0
2218,19217.0
2219,9280.0
2220,4856.0
2221,5082.0
2222,5728.0
2223,-1.0
2224,-1.0
2225,9868.0
2226,4603.0
2227,3229.0
2228,2953.0
2229,6607.0
2230,5502.0
2231,6852.0
2232,4730.0
2233,2066.0
2234,12721.0
2235,11091.0
2236,6659.0
2237,10528.0
2238,8144.0
2239,4821.0
2240,6235.0
2241,14359.0
2242,9327.0
2243,9464.0
2244,563.0
2245,-1.0
2246,-1.0
2247,-1.0
2248,-1.0
2249,-1.0
2250,-1.0
2251,-1.0
2252,-1.0
2253,-1.0
2254,-1.0
2255,10583.0
2256,16429.0
2257,7291.0
2258,6672.0
2259,7019.0
2260,4439.0
2261,8338.0
2262,5927.0
2263,7250.0
2264,21835.0
2265,15770.0
2266,1828.0
2267,3670.0
2268,3019.0
2269,2484.0
2270,6853.0
2271,-1.0
2272,15131.0
2273,3996.0
2274,1575.0
2275,6533.0
2276,1051.0
2277,10247.0
2278,12923.0
2279,8427.0
2280,3630.0
2281,12914.0
2282,8768.0
2283,7948.0
2284,10920.0
2285,9025.0
2286,11117.0
2287,12970.0
2288,3636.0
2289,5212.0
2290,367.0
2291,151.0
2292,9464.0
2293,9464.0
2294,-1.0
2295,-1.0
2296,-1.0
2297,-1.0
2298,-1.0
2299,-1.0
2300,-1.0
2301,-1.0
2302,-1.0
2303,-1.0
2304,24744.0
2305,17224.0
2306,7860.0
2307,6128.0
2308,9612.0
2309,6501.0
2310,9195.0
2311,5239.0
2312,5083.0
2313,10694.0
2314,13148.0
2315,4589.0
2316,11334.0
2317,8066.0
2318,6675.0
2319,-1.0
2320,17743.0
2321,15131.0
2322,10918.0
2323,26497.0
2324,10121.0
2325,4847.0
2326,11121.0
2327,12012.0
2328,8283.0
2329,4096.0
2330,21459.0
2331,13751.0
2332,14046.0
2333,14295.0
2334,16801.0
2335,1842.0
2336,9855.0
2337,15606.0
2338,14742.0
2339,-1.0
2340,-1.0
2341,-1.0
2342,-1.0
2343,-1.0
2344,-1.0
2345,-1.0
2346,-1.0
2347,-1.0
2348,-1.0
2349,-1.0
2350,-1.0
2351,-1.0
2352,-1.0
2353,8413.0
2354,14874.0
2355,3611.0
2356,5614.0
2357,5212.0
2358,5003.0
2359,4155.0
2360,3905.0
2361,5421.0
2362,3473.0
2363,13148.0
2364,9840.0
2365,10388.0
2366,-1.0
2367,-1.0
2368,14026.0
2369,7952.0
2370,5754.0
2371,8755.0
2372,6764.0
2373,5276.0
2374,7266.0
2375,27875.0
2376,11483.0
2377,10585.0
2378,9302.0
2379,8138.0
2380,8023.0
2381,19692.0
2382,15393.0
2383,20595.0
2384,1527.0
2385,9400.0
2386,9400.0
2387,14742.0
2388,-1.0
2389,-1.0
2390,-1.0
2391,-1.0
2392,-1.0
2393,-1.0
2394,-1.0
2395,-1.0
2396,-1.0
2397,-1.0
2398,-1.0
2399,-1.0
2400,-1.0
2401,-1.0
2402,9261.0
2403,6775.0
2404,8034.0
2405,2653.0
2406,6709.0
2407,6321.0
2408,3287.0
2409,923.0
2410,1690.0
2411,3466.0
2412,4348.0
2413,14673.0
2414,14673.0
2415,9077.0
2416,16692.0
2417,1597.0
2418,3446.0
2419,2400.0
2420,10441.0
2421,9354.0
2422,6490.0
2423,24273.0
2424,5846.0
2425,7683.0
2426,7944.0
2427,8453.0
2428,7406.0
2429,3381.0
2430,4837.0
2431,9188.0
2432,14028.0
2433,4175.0
2434,2135.0
2435,2187.0
2436,-1.0
2437,-1.0
2438,-1.0
2439,-1.0
2440,-1.0
2441,-1.0
2442,-1.0
2443,-1.0
2444,-1.0
2445,-1.0
2446,-1.0
2447,-1.0
2448,-1.0
2449,-1.0
2450,-1.0
2451,9574.0
2452,-1.0
2453,-1.0
2454,-1.0
2455,-1.0
2456,-1.0
2457,-1.0
2458,-1.0
2459,1989.0
2460,2390.0
2461,6628.0
2462,-1.0
2463,-1.0
2464,-1.0
2465,-1.0
2466,-1.0
2467,-1.0
2468,5005.0
2469,4392.0
2470,-1.0
2471,2315.0
2472,-1.0
2473,5649.0
2474,2919.0
2475,-1.0
2476,-1.0
2477,3537.0
2478,1571.0
2479,-1.0
2480,-1.0
2481,2251.0
2482,-1.0
2483,-1.0
2484,-1.0
2485,-1.0
2486,-1.0
2487,-1.0
2488,-1.0
2489,-1.0
2490,-1.0
2491,-1.0
2492,-1.0
2493,-1.0
2494,-1.0
2495,-1.0
2496,-1.0
2497,-1.0
2498,-1.0
