Grid_Number,Ban_popu_Utilities
1887,-1.0
1888,-1.0
1889,-1.0
1890,-1.0
1891,-1.0
1892,-1.0
1893,-1.0
1894,7044.0
1895,-1.0
1896,-1.0
1897,-1.0
1898,-1.0
1899,-1.0
1900,8189.0
1901,3549.0
1902,5263.0
1903,-1.0
1904,-1.0
1905,-1.0
1906,-1.0
1907,879.0
1908,351.0
1909,-1.0
1910,1170.0
1911,856.0
1912,893.0
1913,980.0
1914,514.0
1915,1662.0
1916,10628.0
1917,334.0
1918,-1.0
1919,151.0
1920,487.0
1921,745.0
1922,2724.0
1923,1148.0
1924,868.0
1925,505.0
1926,701.0
1927,1395.0
1928,1248.0
1929,389.0
1930,523.0
1931,7604.0
1932,-1.0
1933,-1.0
1934,-1.0
1935,-1.0
1936,-1.0
1937,-1.0
1938,-1.0
1939,23241.0
1940,-1.0
1941,24384.0
1942,24384.0
1943,-1.0
1944,-1.0
1945,-1.0
1946,-1.0
1947,-1.0
1948,-1.0
1949,-1.0
1950,-1.0
1951,-1.0
1952,-1.0
1953,7044.0
1954,-1.0
1955,-1.0
1956,-1.0
1957,-1.0
1958,-1.0
1959,8189.0
1960,5765.0
1961,9948.0
1962,-1.0
1963,-1.0
1964,2483.0
1965,2294.0
1966,682.0
1967,257.0
1968,1182.0
1969,461.0
1970,417.0
1971,1036.0
1972,371.0
1973,3268.0
1974,11263.0
1975,454.0
1976,-1.0
1977,994.0
1978,704.0
1979,229.0
1980,1841.0
1981,1897.0
1982,1584.0
1983,544.0
1984,528.0
1985,900.0
1986,874.0
1987,-1.0
1988,1994.0
1989,1886.0
1990,-1.0
1991,-1.0
1992,4010.0
1993,57045.0
1994,-1.0
1995,-1.0
1996,-1.0
1997,-1.0
1998,-1.0
1999,-1.0
2000,-1.0
2001,-1.0
2002,-1.0
2003,-1.0
2004,-1.0
2005,-1.0
2006,-1.0
2007,-1.0
2008,-1.0
2009,-1.0
2010,-1.0
2011,-1.0
2012,-1.0
2013,-1.0
2014,-1.0
2015,-1.0
2016,-1.0
2017,4443.0
2018,-1.0
2019,-1.0
2020,-1.0
2021,13450.0
2022,13450.0
2023,2623.0
2024,2157.0
2025,337.0
2026,2700.0
2027,1065.0
2028,1267.0
2029,448.0
2030,-1.0
2031,794.0
2032,624.0
2033,496.0
2034,509.0
2035,1017.0
2036,1017.0
2037,1610.0
2038,430.0
2039,524.0
2040,1365.0
2041,280.0
2042,926.0
2043,1374.0
2044,742.0
2045,480.0
2046,336.0
2047,1206.0
2048,-1.0
2049,-1.0
2050,-1.0
2051,-1.0
2052,57045.0
2053,-1.0
2054,-1.0
2055,8081.0
2056,9534.0
2057,-1.0
2058,-1.0
2059,-1.0
2060,-1.0
2061,-1.0
2062,-1.0
2063,-1.0
2064,-1.0
2065,-1.0
2066,-1.0
2067,-1.0
2068,-1.0
2069,-1.0
2070,-1.0
2071,-1.0
2072,-1.0
2073,-1.0
2074,-1.0
2075,-1.0
2076,-1.0
2077,-1.0
2078,-1.0
2079,-1.0
2080,-1.0
2081,4864.0
2082,4496.0
2083,3078.0
2084,1775.0
2085,1965.0
2086,196.0
2087,2985.0
2088,1648.0
2089,617.0
2090,952.0
2091,242.0
2092,531.0
2093,721.0
2094,243.0
2095,1045.0
2096,1663.0
2097,258.0
2098,210.0
2099,139.0
2100,1027.0
2101,1543.0
2102,1099.0
2103,1016.0
2104,263.0
2105,540.0
2106,653.0
2107,-1.0
2108,-1.0
2109,-1.0
2110,-1.0
2111,-1.0
2112,-1.0
2113,-1.0
2114,6305.0
2115,-1.0
2116,-1.0
2117,-1.0
2118,-1.0
2119,-1.0
2120,-1.0
2121,-1.0
2122,-1.0
2123,-1.0
2124,-1.0
2125,-1.0
2126,-1.0
2127,-1.0
2128,-1.0
2129,-1.0
2130,-1.0
2131,-1.0
2132,6062.0
2133,3871.0
2134,7606.0
2135,7606.0
2136,-1.0
2137,-1.0
2138,-1.0
2139,-1.0
2140,4864.0
2141,6715.0
2142,594.0
2143,2760.0
2144,2879.0
2145,1479.0
2146,-1.0
2147,2510.0
2148,839.0
2149,647.0
2150,701.0
2151,1130.0
2152,1721.0
2153,599.0
2154,957.0
2155,2620.0
2156,1355.0
2157,424.0
2158,746.0
2159,483.0
2160,1029.0
2161,1213.0
2162,908.0
2163,1487.0
2164,171.0
2165,400.0
2166,813.0
2167,-1.0
2168,-1.0
2169,-1.0
2170,-1.0
2171,-1.0
2172,-1.0
2173,25782.0
2174,-1.0
2175,-1.0
2176,-1.0
2177,-1.0
2178,-1.0
2179,-1.0
2180,-1.0
2181,-1.0
2182,-1.0
2183,-1.0
2184,-1.0
2185,-1.0
2186,-1.0
2187,-1.0
2188,-1.0
2189,15656.0
2190,12194.0
2191,-1.0
2192,-1.0
2193,-1.0
2194,-1.0
2195,-1.0
2196,6123.0
2197,-1.0
2198,5106.0
2199,5697.0
2200,4980.0
2201,2172.0
2202,1495.0
2203,1682.0
2204,1746.0
2205,7046.0
2206,-1.0
2207,-1.0
2208,-1.0
2209,658.0
2210,427.0
2211,1201.0
2212,906.0
2213,828.0
2214,431.0
2215,712.0
2216,487.0
2217,578.0
2218,697.0
2219,861.0
2220,314.0
2221,2105.0
2222,-1.0
2223,159.0
2224,400.0
2225,13.0
2226,3224.0
2227,3224.0
2228,-1.0
2229,-1.0
2230,-1.0
2231,-1.0
2232,25782.0
2233,-1.0
2234,-1.0
2235,-1.0
2236,-1.0
2237,33078.0
2238,-1.0
2239,-1.0
2240,-1.0
2241,-1.0
2242,-1.0
2243,-1.0
2244,-1.0
2245,-1.0
2246,-1.0
2247,-1.0
2248,16414.0
2249,9959.0
2250,-1.0
2251,-1.0
2252,-1.0
2253,-1.0
2254,13166.0
2255,3406.0
2256,-1.0
2257,256.0
2258,3588.0
2259,3160.0
2260,5095.0
2261,8569.0
2262,-1.0
2263,-1.0
2264,7046.0
2265,-1.0
2266,-1.0
2267,437.0
2268,148.0
2269,346.0
2270,-1.0
2271,406.0
2272,326.0
2273,383.0
2274,680.0
2275,1287.0
2276,1167.0
2277,2595.0
2278,852.0
2279,477.0
2280,1604.0
2281,548.0
2282,540.0
2283,-1.0
2284,-1.0
2285,1829.0
2286,-1.0
2287,-1.0
2288,-1.0
2289,-1.0
2290,-1.0
2291,-1.0
2292,-1.0
2293,-1.0
2294,-1.0
2295,-1.0
2296,-1.0
2297,-1.0
2298,-1.0
2299,-1.0
2300,-1.0
2301,-1.0
2302,-1.0
2303,-1.0
2304,-1.0
2305,-1.0
2306,-1.0
2307,-1.0
2308,-1.0
2309,-1.0
2310,-1.0
2311,-1.0
2312,-1.0
2313,-1.0
2314,-1.0
2315,-1.0
2316,6314.0
2317,6314.0
2318,3160.0
2319,-1.0
2320,-1.0
2321,-1.0
2322,-1.0
2323,-1.0
2324,189.0
2325,702.0
2326,702.0
2327,-1.0
2328,833.0
2329,-1.0
2330,106.0
2331,747.0
2332,496.0
2333,477.0
2334,838.0
2335,1540.0
2336,1060.0
2337,164.0
2338,588.0
2339,1003.0
2340,815.0
2341,-1.0
2342,-1.0
2343,1829.0
2344,1185.0
2345,-1.0
2346,-1.0
2347,-1.0
2348,-1.0
2349,-1.0
2350,-1.0
2351,-1.0
2352,-1.0
2353,-1.0
2354,-1.0
2355,-1.0
2356,-1.0
2357,-1.0
2358,-1.0
2359,-1.0
2360,-1.0
2361,-1.0
2362,-1.0
2363,-1.0
2364,-1.0
2365,-1.0
2366,-1.0
2367,-1.0
2368,-1.0
2369,-1.0
2370,-1.0
2371,-1.0
2372,-1.0
2373,-1.0
2374,8450.0
2375,8450.0
2376,-1.0
2377,-1.0
2378,-1.0
2379,-1.0
2380,6360.0
2381,-1.0
2382,966.0
2383,966.0
2384,-1.0
2385,405.0
2386,405.0
2387,-1.0
2388,-1.0
2389,561.0
2390,808.0
2391,2627.0
2392,1279.0
2393,1823.0
2394,2391.0
2395,953.0
2396,294.0
2397,118.0
2398,581.0
2399,1399.0
2400,-1.0
2401,-1.0
2402,-1.0
2403,1185.0
2404,-1.0
2405,-1.0
2406,-1.0
2407,-1.0
2408,-1.0
2409,-1.0
2410,-1.0
2411,-1.0
2412,-1.0
2413,-1.0
2414,-1.0
2415,-1.0
2416,-1.0
2417,-1.0
2418,-1.0
2419,-1.0
2420,-1.0
2421,-1.0
2422,-1.0
2423,-1.0
2424,-1.0
2425,-1.0
2426,-1.0
2427,-1.0
2428,-1.0
2429,-1.0
2430,-1.0
2431,-1.0
2432,-1.0
2433,-1.0
2434,-1.0
2435,-1.0
2436,-1.0
2437,1570.0
2438,1570.0
2439,4253.0
2440,4253.0
2441,-1.0
2442,-1.0
2443,5246.0
2444,-1.0
2445,-1.0
2446,2431.0
2447,1155.0
2448,1216.0
2449,-1.0
2450,2402.0
2451,237.0
2452,292.0
2453,1303.0
2454,1840.0
2455,607.0
2456,206.0
2457,247.0
2458,1974.0
2459,-1.0
2460,-1.0
2461,758.0
2462,2670.0
2463,2670.0
2464,-1.0
2465,-1.0
2466,-1.0
2467,-1.0
2468,-1.0
2469,-1.0
2470,-1.0
2471,-1.0
2472,-1.0
2473,-1.0
2474,-1.0
2475,-1.0
2476,-1.0
2477,-1.0
2478,-1.0
2479,-1.0
2480,-1.0
2481,-1.0
2482,-1.0
2483,-1.0
2484,-1.0
2485,-1.0
2486,-1.0
2487,-1.0
2488,-1.0
2489,-1.0
2490,-1.0
2491,19550.0
2492,11024.0
2493,11024.0
2494,-1.0
2495,-1.0
2496,3696.0
2497,3881.0
2498,-1.0
2499,-1.0
2500,-1.0
2501,-1.0
2502,5246.0
2503,-1.0
2504,-1.0
2505,-1.0
2506,612.0
2507,708.0
2508,144.0
2509,1469.0
2510,1991.0
2511,910.0
2512,1323.0
2513,-1.0
2514,176.0
2515,-1.0
2516,171.0
2517,219.0
2518,1606.0
2519,-1.0
2520,1295.0
2521,267.0
2522,-1.0
2523,-1.0
2524,-1.0
2525,-1.0
2526,-1.0
2527,-1.0
2528,-1.0
2529,-1.0
2530,-1.0
2531,-1.0
2532,-1.0
2533,-1.0
2534,-1.0
2535,-1.0
2536,-1.0
2537,-1.0
2538,-1.0
2539,-1.0
2540,-1.0
2541,-1.0
2542,-1.0
2543,-1.0
2544,-1.0
2545,-1.0
2546,-1.0
2547,-1.0
2548,-1.0
2549,-1.0
2550,-1.0
2551,-1.0
2552,-1.0
2553,-1.0
2554,6491.0
2555,-1.0
2556,3881.0
2557,-1.0
2558,-1.0
2559,-1.0
2560,7081.0
2561,7081.0
2562,-1.0
2563,-1.0
2564,-1.0
2565,-1.0
2566,7177.0
2567,1021.0
2568,-1.0
2569,797.0
2570,910.0
2571,1427.0
2572,-1.0
2573,321.0
2574,193.0
2575,1070.0
2576,314.0
2577,792.0
2578,-1.0
2579,927.0
2580,267.0
2581,-1.0
2582,-1.0
2583,-1.0
2584,-1.0
2585,-1.0
2586,-1.0
2587,-1.0
2588,-1.0
2589,-1.0
2590,-1.0
2591,-1.0
2592,-1.0
2593,-1.0
2594,-1.0
2595,-1.0
2596,-1.0
2597,-1.0
2598,-1.0
2599,-1.0
2600,-1.0
2601,-1.0
2602,-1.0
2603,-1.0
2604,-1.0
2605,-1.0
2606,-1.0
2607,-1.0
2608,-1.0
2609,4952.0
2610,-1.0
2611,-1.0
2612,-1.0
2613,-1.0
2614,-1.0
2615,-1.0
2616,-1.0
2617,-1.0
2618,3716.0
2619,1894.0
2620,2299.0
2621,-1.0
2622,-1.0
2623,-1.0
2624,-1.0
2625,7177.0
2626,-1.0
2627,-1.0
2628,1664.0
2629,152.0
2630,3218.0
2631,3538.0
2632,260.0
2633,135.0
2634,999.0
2635,666.0
2636,3555.0
2637,2438.0
2638,3475.0
2639,-1.0
2640,-1.0
2641,-1.0
2642,-1.0
2643,-1.0
2644,-1.0
2645,-1.0
2646,-1.0
2647,-1.0
2648,-1.0
2649,-1.0
2650,-1.0
2651,-1.0
2652,-1.0
2653,-1.0
2654,-1.0
2655,-1.0
2656,-1.0
2657,-1.0
2658,-1.0
2659,-1.0
2660,-1.0
2661,-1.0
2662,-1.0
2663,-1.0
2664,-1.0
2665,5171.0
2666,-1.0
2667,-1.0
2668,2514.0
2669,3722.0
2670,-1.0
2671,-1.0
2672,-1.0
2673,-1.0
2674,-1.0
2675,-1.0
2676,1536.0
2677,1536.0
2678,1904.0
2679,1904.0
2680,5544.0
2681,-1.0
2682,-1.0
2683,-1.0
2684,-1.0
2685,-1.0
2686,7586.0
2687,743.0
2688,1769.0
2689,3218.0
2690,-1.0
2691,-1.0
2692,-1.0
2693,-1.0
2694,-1.0
2695,-1.0
2696,-1.0
2697,5641.0
2698,-1.0
2699,-1.0
2700,-1.0
2701,-1.0
2702,-1.0
2703,-1.0
2704,22278.0
2705,-1.0
2706,-1.0
2707,-1.0
2708,-1.0
2709,-1.0
2710,-1.0
2711,-1.0
2712,-1.0
2713,-1.0
2714,-1.0
2715,-1.0
2716,-1.0
2717,-1.0
2718,-1.0
2719,-1.0
2720,-1.0
2721,-1.0
2722,12410.0
2723,12410.0
2724,5171.0
2725,-1.0
2726,6216.0
2727,-1.0
2728,593.0
2729,1209.0
2730,5310.0
2731,5310.0
2732,-1.0
2733,6699.0
2734,5523.0
2735,3075.0
2736,3301.0
2737,-1.0
2738,-1.0
2739,-1.0
2740,-1.0
2741,-1.0
2742,-1.0
2743,-1.0
2744,-1.0
2745,-1.0
2746,-1.0
2747,1637.0
2748,2330.0
2749,2332.0
2750,6242.0
2751,-1.0
2752,-1.0
2753,-1.0
2754,6661.0
2755,6661.0
2756,5641.0
2757,1587.0
2758,7780.0
2759,-1.0
2760,-1.0
2761,-1.0
2762,-1.0
2763,-1.0
2764,-1.0
2765,-1.0
2766,-1.0
2767,-1.0
2768,-1.0
2769,-1.0
2770,-1.0
2771,-1.0
2772,-1.0
2773,-1.0
2774,-1.0
2775,-1.0
2776,-1.0
2777,-1.0
2778,-1.0
2779,-1.0
2780,-1.0
2781,-1.0
2782,-1.0
2783,2345.0
2784,-1.0
2785,5379.0
2786,737.0
2787,1175.0
2788,-1.0
2789,-1.0
2790,-1.0
2791,-1.0
2792,-1.0
2793,-1.0
2794,2994.0
2795,2652.0
2796,-1.0
2797,-1.0
2798,-1.0
2799,-1.0
2800,-1.0
2801,-1.0
2802,-1.0
2803,-1.0
2804,-1.0
2805,-1.0
2806,-1.0
2807,-1.0
2808,-1.0
2809,-1.0
2810,-1.0
2811,-1.0
2812,-1.0
2813,-1.0
2814,-1.0
2815,2901.0
2816,2185.0
2817,-1.0
2818,-1.0
2819,-1.0
2820,-1.0
2821,-1.0
2822,-1.0
2823,-1.0
2824,-1.0
2825,-1.0
2826,-1.0
2827,2199.0
2828,-1.0
2829,-1.0
2830,-1.0
2831,-1.0
2832,-1.0
2833,-1.0
2834,-1.0
2835,-1.0
2836,-1.0
2837,1493.0
2838,6620.0
2839,4986.0
2840,1676.0
2841,1642.0
2842,1385.0
2843,2908.0
2844,5434.0
2845,919.0
2846,-1.0
2847,-1.0
2848,-1.0
2849,-1.0
2850,-1.0
2851,-1.0
2852,-1.0
2853,2994.0
2854,-1.0
2855,-1.0
2856,-1.0
2857,-1.0
2858,-1.0
2859,-1.0
2860,-1.0
2861,-1.0
2862,-1.0
2863,-1.0
2864,-1.0
2865,-1.0
2866,-1.0
2867,-1.0
2868,-1.0
2869,-1.0
2870,-1.0
2871,-1.0
2872,-1.0
2873,-1.0
2874,-1.0
2875,-1.0
2876,-1.0
2877,-1.0
2878,-1.0
2879,-1.0
2880,-1.0
2881,-1.0
2882,-1.0
2883,-1.0
2884,-1.0
2885,-1.0
2886,989.0
2887,-1.0
2888,-1.0
2889,-1.0
2890,-1.0
2891,-1.0
2892,-1.0
2893,-1.0
2894,-1.0
2895,-1.0
2896,1493.0
2897,-1.0
2898,1894.0
2899,1050.0
2900,1798.0
2901,2171.0
2902,2704.0
2903,2585.0
2904,-1.0
2905,-1.0
2906,-1.0
2907,-1.0
2908,-1.0
2909,-1.0
2910,5658.0
2911,5658.0
2912,-1.0
2913,-1.0
2914,-1.0
2915,-1.0
2916,-1.0
2917,-1.0
2918,-1.0
2919,-1.0
2920,-1.0
2921,-1.0
2922,-1.0
2923,-1.0
2924,-1.0
2925,-1.0
2926,-1.0
2927,-1.0
2928,-1.0
2929,-1.0
2930,-1.0
2931,-1.0
2932,-1.0
2933,-1.0
2934,-1.0
2935,-1.0
2936,-1.0
2937,-1.0
2938,-1.0
2939,-1.0
2940,-1.0
2941,-1.0
2942,-1.0
2943,-1.0
2944,-1.0
2945,-1.0
2946,-1.0
2947,-1.0
2948,-1.0
2949,-1.0
2950,-1.0
2951,-1.0
2952,-1.0
2953,-1.0
2954,-1.0
2955,-1.0
2956,-1.0
2957,-1.0
2958,1049.0
2959,895.0
2960,1195.0
2961,-1.0
2962,-1.0
2963,-1.0
2964,-1.0
2965,-1.0
2966,-1.0
2967,-1.0
2968,-1.0
2969,-1.0
2970,-1.0
2971,-1.0
2972,-1.0
2973,-1.0
2974,-1.0
2975,-1.0
2976,-1.0
2977,-1.0
2978,-1.0
2979,-1.0
2980,-1.0
2981,-1.0
2982,-1.0
2983,-1.0
2984,-1.0
2985,-1.0
2986,-1.0
2987,-1.0
2988,-1.0
2989,-1.0
2990,-1.0
2991,-1.0
2992,-1.0
2993,-1.0
2994,-1.0
2995,-1.0
2996,-1.0
2997,-1.0
2998,-1.0
2999,-1.0
3000,-1.0
3001,-1.0
3002,-1.0
3003,-1.0
3004,-1.0
3005,-1.0
3006,-1.0
3007,-1.0
3008,-1.0
